5.000000,5.000000
5.000000,5.025000
5.000000,5.050000
5.000000,5.075000
5.000000,5.100000
5.000000,5.125000
4.999900,5.150000
4.999900,5.175000
4.999900,5.200000
4.999900,5.225000
4.999800,5.250000
4.999800,5.275000
4.999800,5.300000
4.999700,5.325000
4.999700,5.350000
4.999600,5.375000
4.999600,5.400000
4.999500,5.425000
4.999500,5.450000
4.999400,5.475000
4.999400,5.500000
4.999300,5.525000
4.999200,5.550000
4.999200,5.575000
4.999100,5.600000
4.999000,5.625000
4.998900,5.650000
4.998900,5.675000
4.998800,5.700000
4.998700,5.725000
4.998600,5.750000
4.998500,5.775000
4.998400,5.800000
4.998300,5.825000
4.998200,5.850000
4.998100,5.875000
4.998000,5.900000
4.997900,5.925000
4.997700,5.950000
4.997600,5.975000
4.997500,6.000000
4.997400,6.025000
4.997200,6.050000
4.997100,6.075000
4.997000,6.100000
4.996800,6.125000
4.996700,6.150000
4.996500,6.175000
4.996400,6.200000
4.996200,6.225000
4.996100,6.250000
4.995900,6.275000
4.995800,6.300000
4.995600,6.325000
4.995400,6.350000
4.995300,6.375000
4.995100,6.400000
4.994900,6.425000
4.994700,6.450000
4.994600,6.475000
4.994400,6.500000
4.994200,6.525000
4.994000,6.550000
4.993800,6.575000
4.993600,6.600000
4.993400,6.625000
4.993200,6.650000
4.993000,6.675000
4.992800,6.700000
4.992600,6.725000
4.992300,6.750000
4.992100,6.775000
4.991900,6.800000
4.991700,6.825000
4.991400,6.850000
4.991200,6.875000
4.991000,6.900000
4.990700,6.925000
4.990500,6.950000
4.990200,6.975000
4.990000,7.000000
4.989700,7.025000
4.989500,7.050000
4.989200,7.075000
4.989000,7.100000
4.988700,7.125000
4.988400,7.150000
4.988200,7.175000
4.987900,7.200000
4.987600,7.225000
4.987300,7.250000
4.987100,7.275000
4.986800,7.299900
4.986500,7.324900
4.986200,7.349900
4.985900,7.374900
4.985600,7.399900
4.985300,7.424900
4.985000,7.449900
4.984700,7.474900
4.984400,7.499900
4.984100,7.524900
4.983700,7.549900
4.983400,7.574900
4.983100,7.599900
4.982800,7.624900
4.982400,7.649900
4.982100,7.674900
4.981800,7.699900
4.981400,7.724900
4.981100,7.749900
4.980700,7.774900
4.980400,7.799900
4.980000,7.824900
4.979700,7.849900
4.979300,7.874900
4.979000,7.899900
4.978600,7.924900
4.978200,7.949900
4.977900,7.974900
4.977500,7.999900
4.977100,8.024900
4.976700,8.049900
4.976400,8.074900
4.976000,8.099900
4.975600,8.124900
4.975200,8.149900
4.974800,8.174900
4.974400,8.199900
4.974000,8.224900
4.973600,8.249900
4.973200,8.274900
4.972800,8.299900
4.972400,8.324800
4.971900,8.349800
4.971500,8.374800
4.971100,8.399800
4.970700,8.424800
4.970200,8.449800
4.969800,8.474800
4.969400,8.499800
4.968900,8.524800
4.968500,8.549800
4.968000,8.574800
4.967600,8.599800
4.967100,8.624800
4.966700,8.649800
4.966200,8.674800
4.965800,8.699800
4.965300,8.724800
4.964800,8.749800
4.964400,8.774800
4.963900,8.799800
4.963400,8.824800
4.962900,8.849800
4.962500,8.874800
4.962000,8.899800
4.961500,8.924700
4.961000,8.949700
4.960500,8.974700
4.960000,8.999700
4.959500,9.024700
4.959000,9.049700
4.958500,9.074700
4.958000,9.099700
4.957500,9.124700
4.956900,9.149700
4.956400,9.174700
4.955900,9.199700
4.955400,9.224700
4.954800,9.249700
4.954300,9.274700
4.953800,9.299700
4.953200,9.324700
4.952700,9.349700
4.952200,9.374700
4.951600,9.399600
4.951100,9.424600
4.950500,9.449600
4.949900,9.474600
4.949400,9.499600
4.948800,9.524600
4.948200,9.549600
4.947700,9.574600
4.947100,9.599600
4.946500,9.624600
4.945900,9.649600
4.945400,9.674600
4.944800,9.699600
4.944200,9.724600
4.943600,9.749600
4.943000,9.774500
4.942400,9.799500
4.941800,9.824500
4.941200,9.849500
4.940600,9.874500
4.940000,9.899500
4.939400,9.924500
4.938700,9.949500
4.938100,9.974500
4.937500,9.999500
4.936900,10.024500
4.936200,10.049500
4.935600,10.074500
4.935000,10.099400
4.934300,10.124400
4.933700,10.149400
4.933100,10.174400
4.932400,10.199400
4.931800,10.224400
4.931100,10.249400
4.930400,10.274400
4.929800,10.299400
4.929100,10.324400
4.928400,10.349400
4.927800,10.374400
4.927100,10.399300
4.926400,10.424300
4.925700,10.449300
4.925100,10.474300
4.924400,10.499300
4.923700,10.524300
4.923000,10.549300
4.922300,10.574300
4.921600,10.599300
4.920900,10.624300
4.920200,10.649200
4.919500,10.674200
4.918800,10.699200
4.918100,10.724200
4.917300,10.749200
4.916600,10.774200
4.915900,10.799200
4.915200,10.824200
4.914400,10.849200
4.913700,10.874200
4.913000,10.899100
4.912200,10.924100
4.911500,10.949100
